Opportunity Name,Organization/Household Name: Organization/Household Name,Opportunity Record Type,Project: Project Name,Proposal Submission Date,Won Proposal,Opportunities Count,Project: Country Program: Country Program Name,Project: Research Not Managed by IPA,Allocation Type,Original Close Date,pi_position,pi_name
CNHF-24-10005: Two-Generation and Integration,Conrad N. Hilton Foundation,Grant Award,PPT to Visa,8/16/2024,1,1,Colombia,0.0,Allocation,12/16/2024,pi2,Mariona Tres
SCI-21-10005: Identifying Pathogen Profiles and Transmission Pathways for Children under Two Years old (Kenya),Save the Children International (SCI),Grant Award,PRO WASH Pathogens,2/19/2021,1,1,Kenya,0.0,Allocation,6/27/2021,pi1,Amy Pickering
SCI-21-10005: Identifying Pathogen Profiles and Transmission Pathways for Children under Two Years old (Kenya),Save the Children International (SCI),Grant Award,PRO WASH Pathogens,2/19/2021,1,1,Kenya,0.0,Allocation,6/27/2021,pi2,Angela Harris
IFPRI Nutrition & Health Mali & Burkina,International Food Policy Research Institute (IFPRI),Grant Proposal,PROMIS,7/12/2014,0,1,Francophone West Africa,0.0,,7/12/2014,pi1,Lieven Huybregts
IFPRI Nutrition & Health Mali & Burkina,International Food Policy Research Institute (IFPRI),Grant Proposal,PROMIS,7/12/2014,0,1,Francophone West Africa,0.0,,7/12/2014,pi2,Becquey Elodie
AES0002 PSL evaluation with Aestus,AESTUS Foundation,Grant Award,PSL Education,10/5/2016,1,1,Sierra Leone,0.0,,3/1/2017,pi1,Mauricio Romero
AES0002 PSL evaluation with Aestus,AESTUS Foundation,Grant Award,PSL Education,10/5/2016,1,1,Sierra Leone,0.0,,3/1/2017,pi2,Wayne Sandholtz
AES0002 PSL evaluation with Aestus,AESTUS Foundation,Grant Award,PSL Education,10/5/2016,1,1,Sierra Leone,0.0,,3/1/2017,pi3,Justin Sandefur
J-PAL SPI Proposal for PSPS - Aspirations,Abdul Latif Jameel Poverty Action Lab (Abdul Latif Jameel Poverty Action Lab (J-PAL)),Grant Proposal,PSPS - Aspirations,9/1/2023,0,1,Philippines,0.0,Allocation,9/1/2023,pi1,Catherine Thomas
J-PAL SPI Proposal for PSPS - Aspirations,Abdul Latif Jameel Poverty Action Lab (Abdul Latif Jameel Poverty Action Lab (J-PAL)),Grant Proposal,PSPS - Aspirations,9/1/2023,0,1,Philippines,0.0,Allocation,9/1/2023,pi2,Dean Karlan
J-PAL SPI Proposal for PSPS - Aspirations,Abdul Latif Jameel Poverty Action Lab (Abdul Latif Jameel Poverty Action Lab (J-PAL)),Grant Proposal,PSPS - Aspirations,9/1/2023,0,1,Philippines,0.0,Allocation,9/1/2023,pi3,Julia Buzan
J-PAL SPI Proposal for PSPS - Aspirations,Abdul Latif Jameel Poverty Action Lab (Abdul Latif Jameel Poverty Action Lab (J-PAL)),Grant Proposal,PSPS - Aspirations,9/1/2023,0,1,Philippines,0.0,Allocation,9/1/2023,pi4,Gharad Bryan
J-PAL SPI Proposal for PSPS - Aspirations,Abdul Latif Jameel Poverty Action Lab (Abdul Latif Jameel Poverty Action Lab (J-PAL)),Grant Proposal,PSPS - Aspirations,9/1/2023,0,1,Philippines,0.0,Allocation,9/1/2023,pi5,Allan Bernardo
NWU-24-10038: PSPS - Higher Education Pilot,Northwestern University,Grant Award,PSPS - Early Investment,3/12/2024,1,1,Philippines,0.0,Allocation,4/4/2024,pi1,Noam Angrist
NWU-24-10038: PSPS - Higher Education Pilot,Northwestern University,Grant Award,PSPS - Early Investment,3/12/2024,1,1,Philippines,0.0,Allocation,4/4/2024,pi2,Dean Karlan
NWU-24-10038: PSPS - Higher Education Pilot,Northwestern University,Grant Award,PSPS - Early Investment,3/12/2024,1,1,Philippines,0.0,Allocation,4/4/2024,pi3,Emily Beam
NWU-24-10038: PSPS - Higher Education Pilot,Northwestern University,Grant Award,PSPS - Early Investment,3/12/2024,1,1,Philippines,0.0,Allocation,4/4/2024,pi4,Christopher Udry
NWU-24-10038: PSPS - Higher Education Pilot,Northwestern University,Grant Award,PSPS - Early Investment,3/12/2024,1,1,Philippines,0.0,Allocation,4/4/2024,pi5,Karol Mark Yee
ICM-25-10005- ICM/GIF PSPS Post Data Collection 24-25 (Philippines),International Care Ministries (ICM),Grant Award,PSPS - ICM Group vs. individual livelihoods,1/13/2025,1,1,Philippines,0.0,Allocation,2/25/2025,pi1,Dean Karlan
ICM-25-10005- ICM/GIF PSPS Post Data Collection 24-25 (Philippines),International Care Ministries (ICM),Grant Award,PSPS - ICM Group vs. individual livelihoods,1/13/2025,1,1,Philippines,0.0,Allocation,2/25/2025,pi2,Jonathan de Quidt
ICM-25-10005- ICM/GIF PSPS Post Data Collection 24-25 (Philippines),International Care Ministries (ICM),Grant Award,PSPS - ICM Group vs. individual livelihoods,1/13/2025,1,1,Philippines,0.0,Allocation,2/25/2025,pi3,Gharad Bryan
ADB-25-10010: PSPS ADB Education x Cyclones Pilot Funding,Asian Development Bank (ADB),Grant Award,PSPS ADB Education x Cyclones Study,2/26/2025,1,1,Philippines,0.0,Allocation,10/1/2025,pi1,Martino Pelli
ADB-25-10010: PSPS ADB Education x Cyclones Pilot Funding,Asian Development Bank (ADB),Grant Award,PSPS ADB Education x Cyclones Study,2/26/2025,1,1,Philippines,0.0,Allocation,10/1/2025,pi2,Albert Park
UCH-23-10019 - Crime Lab PWMS United States (Mexico),University of Chicago,Grant Award,PWMS United States,2/3/2023,1,1,Mexico,0.0,Allocation,9/7/2023,pi1,Rodrigo Canales
WBK9304: Implementation of A Process Pilot in the Context of The Malawi Social Action Fund Program (Malawi),World Bank,Grant Award,PWP II Pilot,4/29/2016,1,1,Malawi,0.0,,5/9/2016,pi1,Emanuela Galasso
WBK9304: Implementation of A Process Pilot in the Context of The Malawi Social Action Fund Program (Malawi),World Bank,Grant Award,PWP II Pilot,4/29/2016,1,1,Malawi,0.0,,5/9/2016,pi2,Kathleen Beegle
WBK9304: Implementation of A Process Pilot in the Context of The Malawi Social Action Fund Program (Malawi),World Bank,Grant Award,PWP II Pilot,4/29/2016,1,1,Malawi,0.0,,5/9/2016,pi3,Jessica Goldberg
Stanford Professor Funds,Stanford University,Grant Proposal,Palm Oil Scoping,3/14/2018,0,1,Ghana,0.0,,3/14/2018,pi1,Casey Maue
Glasswing-20-10001: Panama IDB LAB - Online training (Panama),Glasswing International,Grant Award,Panama IDB LAB - Online training,8/18/2020,1,1,LAC-Other,0.0,Allocation,10/23/2020,pi1,Andrew Dustan
IDB-19-10007:Panama Intercultural Math (Peru),Inter-American Development Bank (IDB),Grant Award,Panama Intercultural Math,9/17/2019,1,1,LAC-Other,0.0,,10/3/2019,pi1,Emma Ingrid Naslund-Hadley
WEL2913 Wellsprings Request No. 12913 (Tanzania),Wellspring Philanthropic Fund,Grant Award,PanganiFM,8/8/2017,1,1,Tanzania,0.0,,11/1/2017,pi1,Donald Green
WEL2913 Wellsprings Request No. 12913 (Tanzania),Wellspring Philanthropic Fund,Grant Award,PanganiFM,8/8/2017,1,1,Tanzania,0.0,,11/1/2017,pi2,PhD Dylan Groves
Booz Allen Foundation MOVVA Implementation,Booz Allen Foundation,Grant Proposal,Parental Nudges Project,6/5/2020,0,1,Ghana,0.0,,6/5/2020,pi1,Sharon Wolf
Booz Allen Foundation MOVVA Implementation,Booz Allen Foundation,Grant Proposal,Parental Nudges Project,6/5/2020,0,1,Ghana,0.0,,6/5/2020,pi2,Elisabetta Aurino
PLAN-22-10001: Parenting Under Pressure in Myanmar (RFE),Plan International,Grant Award,Parenting Under Pressure (PUP) in Myanmar,9/2/2021,1,1,Myanmar,0.0,Allocation,2/10/2022,pi1,Sarah Kabay
PLAN-22-10001: Parenting Under Pressure in Myanmar (RFE),Plan International,Grant Award,Parenting Under Pressure (PUP) in Myanmar,9/2/2021,1,1,Myanmar,0.0,Allocation,2/10/2022,pi2,Shana Warren
NOR7554 NORC_Zambia,NORC at the University of Chicago,Grant Award,Parliamentary Accountability (MP Scorecard),5/8/2015,1,1,Zambia,0.0,,10/19/2015,pi1,Nicole Bonoff
NOR7554 NORC_Zambia,NORC at the University of Chicago,Grant Award,Parliamentary Accountability (MP Scorecard),5/8/2015,1,1,Zambia,0.0,,10/19/2015,pi2,Altin Ilirjani
NOR7554 NORC_Zambia,NORC at the University of Chicago,Grant Award,Parliamentary Accountability (MP Scorecard),5/8/2015,1,1,Zambia,0.0,,10/19/2015,pi3,Aaron Abbarno
UZH-22-10014: Partnership Development for University of Zurich; Bukonzo Pilot Research Study (Uganda),University of Zurich,Grant Award,Partnership Development for University of Zurich (Uganda),11/1/2021,1,1,Uganda,0.0,Allocation,6/20/2022,pi1,Lorenzo Casaburi
Regular Programs (Social Inequality / Future of Work / Behavioral Economics,Russell Sage Foundation,Grant Proposal,Payday Lending,11/30/2017,0,1,,0.0,,11/30/2017,pi1,Hunt Allcott
Regular Programs (Social Inequality / Future of Work / Behavioral Economics,Russell Sage Foundation,Grant Proposal,Payday Lending,11/30/2017,0,1,,0.0,,11/30/2017,pi2,Dmitry Taubinsky
Regular Programs (Social Inequality / Future of Work / Behavioral Economics,Russell Sage Foundation,Grant Proposal,Payday Lending,11/30/2017,0,1,,0.0,,11/30/2017,pi3,"Jonathan Zinman 
PhD Joshua Kim"
IGC1305 Small Grant for Payroll Project,International Growth Centre (IGC),Grant Award,Payroll Project,7/23/2015,1,1,Zambia,0.0,,1/10/2016,pi1,Nava Ashraf
IGC1305 Small Grant for Payroll Project,International Growth Centre (IGC),Grant Award,Payroll Project,7/23/2015,1,1,Zambia,0.0,,1/10/2016,pi2,Oriana Bandiera
IGC1305 Small Grant for Payroll Project,International Growth Centre (IGC),Grant Award,Payroll Project,7/23/2015,1,1,Zambia,0.0,,1/10/2016,pi3,"Kelsey Jack 
PhD Torsten Walter"
UCB9564 Digital credit for farmers in Ghana,"University of California, Berkeley",Grant Award,Paytime with Farmerline,9/15/2017,1,1,Ghana,0.0,,8/15/2018,pi1,Christopher Udry
UCB9564 Digital credit for farmers in Ghana,"University of California, Berkeley",Grant Award,Paytime with Farmerline,9/15/2017,1,1,Ghana,0.0,,8/15/2018,pi2,"Monica Lambon-Quayefio 
PhD Utsav Manjeer"
MIT-25-20111: Extension the Peace & Recovery Initiative (MIT0019),Massachusetts Institute of Technology (MIT),Grant Award,Peace through Intergroup Contact (PIC),3/1/2024,1,1,,0.0,External Subaward,3/25/2025,pi1,Solomon Z Walelign
USDOS-20-10001 Human Trafficking Research Initiative,United States Department of State,Grant Award,Peer Counseling for Improved Outcomes among Labor Trafficking Survivors (Brazil),9/1/2020,1,1,United States,0.0,External Subaward,9/1/2020,pi1,Grant Miller
Peer Mentors to Address Provider Bias: A Strategy to Increase Contraceptive Use - NIH R21,"University of North Carolina, Chapel Hill",Grant Proposal,Peer Mentors to Address Provider Bias - A Strategy to Increase Contraceptive Use,6/12/2020,0,1,Kenya,0.0,,6/16/2020,pi1,Katherine Tumlinson
Peer Messaging to Reduce Covid-19 Transmission in Kenya,Massachusetts Institute of Technology (MIT),Grant Proposal,Peer Messaging to Reduce Covid-19 Transmission in Kenya,4/28/2020,0,1,Kenya,0.0,,4/30/2020,pi1,Jessica Goldberg
Peer Messaging to Reduce Covid-19 Transmission in Kenya,Massachusetts Institute of Technology (MIT),Grant Proposal,Peer Messaging to Reduce Covid-19 Transmission in Kenya,4/28/2020,0,1,Kenya,0.0,,4/30/2020,pi2,Alfredo Burlando
Peer Messaging to Reduce Covid-19 Transmission in Kenya,Massachusetts Institute of Technology (MIT),Grant Proposal,Peer Messaging to Reduce Covid-19 Transmission in Kenya,4/28/2020,0,1,Kenya,0.0,,4/30/2020,pi3,Silvia Prina
NSF-20-10001 RAPID: Combating the Spread of COVID-19: Testing Cost-EffectiveStrategies for Promoting Behavior Change,National Science Foundation (NSF),Grant Award,Peer SMS - COVID19,5/12/2020,1,1,Zambia,0.0,Allocation,5/12/2020,pi1,Jessica Goldberg
NSF-20-10001 RAPID: Combating the Spread of COVID-19: Testing Cost-EffectiveStrategies for Promoting Behavior Change,National Science Foundation (NSF),Grant Award,Peer SMS - COVID19,5/12/2020,1,1,Zambia,0.0,Allocation,5/12/2020,pi2,Peter Hangoma
NSF-20-10001 RAPID: Combating the Spread of COVID-19: Testing Cost-EffectiveStrategies for Promoting Behavior Change,National Science Foundation (NSF),Grant Award,Peer SMS - COVID19,5/12/2020,1,1,Zambia,0.0,Allocation,5/12/2020,pi3,Mario Macis
NSF-20-10001 RAPID: Combating the Spread of COVID-19: Testing Cost-EffectiveStrategies for Promoting Behavior Change,National Science Foundation (NSF),Grant Award,Peer SMS - COVID19,5/12/2020,1,1,Zambia,0.0,Allocation,5/12/2020,pi4,Alfredo Burlando
NSF-20-10001 RAPID: Combating the Spread of COVID-19: Testing Cost-EffectiveStrategies for Promoting Behavior Change,National Science Foundation (NSF),Grant Award,Peer SMS - COVID19,5/12/2020,1,1,Zambia,0.0,Allocation,5/12/2020,pi5,Dean Karlan
NSF-20-10001 RAPID: Combating the Spread of COVID-19: Testing Cost-EffectiveStrategies for Promoting Behavior Change,National Science Foundation (NSF),Grant Award,Peer SMS - COVID19,5/12/2020,1,1,Zambia,0.0,Allocation,5/12/2020,pi6,Silvia Prina
IDB-19-10002: Students absenteeism (Uruguay),Inter-American Development Bank (IDB),Grant Award,Pensalo - Students absenteeism Uruguay,1/11/2019,1,1,Peru,0.0,,3/14/2019,pi1,Maria Mercedes Mateo-Berganza Diaz
GIZ7645: Contract 83217645/15 (Peru),Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),Grant Award,Pension 65,11/9/2015,1,1,Peru,0.0,,11/30/2015,pi1,Paul Gertler
GIZ7645: Contract 83217645/15 (Peru),Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),Grant Award,Pension 65,11/9/2015,1,1,Peru,0.0,,11/30/2015,pi2,Sebastian Galiani
New Proposal for People?s moral attitudes to debt contracts,Massachusetts Institute of Technology (MIT),Grant Proposal,People?s moral attitudes to debt contracts,3/18/2022,0,1,,0.0,,1/18/2022,pi2,Antoinette Schoar
Peru Champs Grants for Innova Schools,Massachusetts Institute of Technology (MIT),Grant Proposal,Peru Champs Grants for Innova Schools,5/5/2016,0,1,Peru,0.0,,5/10/2016,pi1,Paul Glewwe
BMG4464 - Gates ID OPP1114464 Financial Services for the Poor Research Fund_US,Gates Foundation,Grant Award,Philippines Cash Transfer Monitoring Project,4/9/2015,1,1,Philippines,0.0,Allocation,6/4/2015,pi1,Cesi Cruz
NWU-21-10011: Northwestern RM (Philippines),Northwestern University,Grant Award,Philippines Socioeconomic Panel Survey (PSPS),2/22/2021,1,1,Philippines,0.0,Allocation,2/23/2021,pi1,Dean Karlan
NWU-21-10011: Northwestern RM (Philippines),Northwestern University,Grant Award,Philippines Socioeconomic Panel Survey (PSPS),2/22/2021,1,1,Philippines,0.0,Allocation,2/23/2021,pi2,Christopher Udry
FID: Philippines Supreme Court Evidence Hub,Fund for Innovation in Development (FID),Grant Proposal,Philippines Supreme Court (SC) Data Hub,7/30/2021,0,1,Philippines,0.0,,12/31/2021,pi1,Danielle Kent
FID: Philippines Supreme Court Evidence Hub,Fund for Innovation in Development (FID),Grant Proposal,Philippines Supreme Court (SC) Data Hub,7/30/2021,0,1,Philippines,0.0,,12/31/2021,pi2,Guglielmo Briscese
MIT-24-20110 J-PAL GI: SC Scorecards (Philippines),Massachusetts Institute of Technology (MIT),Grant Award,Philippines Supreme Court Scorecard,10/31/2024,1,1,Philippines,0.0,Allocation,11/4/2024,pi1,Danielle Kent
MIT-24-20110 J-PAL GI: SC Scorecards (Philippines),Massachusetts Institute of Technology (MIT),Grant Award,Philippines Supreme Court Scorecard,10/31/2024,1,1,Philippines,0.0,Allocation,11/4/2024,pi2,Guglielmo Briscese
Jacaranda Health - Postpartum Family Planning Project,Jacaranda Health,Grant Proposal,Phone Survey for the  Postpartum Family Planning Project,11/30/2022,0,1,Kenya,0.0,Allocation,11/30/2022,pi1,Jessica Goldberg
UNP-20-10005: Rapid Assessment of the Impact of COVID-19 (Myanmar),United Nations Development Program (UNDP),Grant Award,Phone-based survey training to assess impact of COVID-19 in Myanmar,6/1/2020,1,1,Myanmar,0.0,,8/11/2020,pi1,Shana Warren
UNP-20-10005: Rapid Assessment of the Impact of COVID-19 (Myanmar),United Nations Development Program (UNDP),Grant Award,Phone-based survey training to assess impact of COVID-19 in Myanmar,6/1/2020,1,1,Myanmar,0.0,,8/11/2020,pi2,Elliott Collins
OSF-19-10002 Peace & Recovery Competitive Fund on Homicide in Latin America,Open Society Foundations,Grant Award,Pilot Study on RAIO Patrols in Brazil,11/15/2018,1,1,,0.0,External Subaward,7/11/2019,pi1,Joana Monteiro
SUMMA-22-10001 - SUMMA  Impact fund: Kit Literacy (Colombia),SUMMA,Grant Award,Piloting Kit Literacy+ (PKL),2/14/2022,1,1,Colombia,0.0,Allocation,10/5/2022,pi1,Sarah Kabay
NWU-24-10040: Piloto Tenderos- Elicit predictions of future outcomes with uncertainty (Colombia),Northwestern University,Grant Award,Piloto Tenderos- Elicit predictions of future outcomes with uncertainty,8/22/2024,1,1,Colombia,0.0,Allocation,8/22/2024,pi1,Tommaso Crosta
BMG4464 - Gates ID OPP1114464 Financial Services for the Poor Research Fund_US,Gates Foundation,Grant Award,Pilots to increase productivity and empowerment impacts of remittances,4/9/2015,1,1,,1.0,Internal Subaward,6/4/2015,pi1,Elizaveta Perova
BMG4464 - Gates ID OPP1114464 Financial Services for the Poor Research Fund_US,Gates Foundation,Grant Award,Pilots to increase productivity and empowerment impacts of remittances,4/9/2015,1,1,,1.0,Internal Subaward,6/4/2015,pi2,Arndt Rudiger Reichert
BMG4464 - Gates ID OPP1114464 Financial Services for the Poor Research Fund_US,Gates Foundation,Grant Award,Pilots to increase productivity and empowerment impacts of remittances,4/9/2015,1,1,,1.0,Internal Subaward,6/4/2015,pi3,Alexander Spevack
BMG4464 - Gates ID OPP1114464 Financial Services for the Poor Research Fund_US,Gates Foundation,Grant Award,Pilots to increase productivity and empowerment impacts of remittances,4/9/2015,1,1,,1.0,Internal Subaward,6/4/2015,pi4,Xavier Gine
Stanford University Proposal for Pitfalls and Promises of Transparency and Accountability in the Health Sector,Stanford University,Grant Proposal,Pitfalls and Promises of Transparency and Accountability in the Health Sector,8/28/2018,0,1,Francophone West Africa,0.0,,8/13/2018,pi1,Marie Christine Apedo-Amah
Stanford University Proposal for Pitfalls and Promises of Transparency and Accountability in the Health Sector,Stanford University,Grant Proposal,Pitfalls and Promises of Transparency and Accountability in the Health Sector,8/28/2018,0,1,Francophone West Africa,0.0,,8/13/2018,pi2,Pascaline Dupas
